"study_id","es_id","source_csv_row","arm_design","study_cluster_id","test_cluster_id","control_group_id","experimental_group_id","dep_shared_control","dep_shared_experimental","dep_repeated_measure","dep_multiple_outcomes_same_test","analysis_sample_size_unit","litter_count_used_in_model","litter_clustering_note","decision_status","decision_date","source"
"whitlow_1978_thesis","es098","99","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es099","100","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es100","101","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es101","102","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es102","103","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es103","104","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es104","105","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es105","106","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es106","107","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es107","108","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es108","109","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es109","110","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es110","111","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es111","112","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__HNoN","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es112","113","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es113","114","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es114","115","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es115","116","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es116","117","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es117","118","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es118","119","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es119","120","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es120","121","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es121","122","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es122","123","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es123","124","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es124","125","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es125","126","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es126","127","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es127","128","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es128","129","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
"whitlow_1978_thesis","es129","130","Independent","whitlow_1978_thesis","whitlow_1978_thesis__OFT","whitlow_1978_thesis__C","whitlow_1978_thesis__HLN","Yes","Yes","Yes","Yes","Reported offspring/pup count","No","Potential within-litter similarity is acknowledged, but dam/litter counts are not consistently available; retain the authors' reported pup n.","Approved","2026-08-13","included_studies/whitlow_1978_thesis.pdf, Experiment 1 Methods"
